Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,Brazil,BRA,..,..,2000000,..,..,..,300000,300000,370000,420000,340000,330000,300000,600000,600000,780000,760000,1050000,890000,1100000,1140000,1000000,810000,1430000,1090000,1450000,1300000,1740000,2150000,1310000,2910000,3380000,5320000,5280000,4310000,7070000,4970000,5260000,4870000,3680000,4690000,2720000,2920000,3810000,4780000,4480000,4390000,4940000,4030000,4180000,3960000,4460000,3730000,4750000,2880000,2420000,1890000,..
"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,Brazil,BRA,..,..,2230000,1050000,4250000,920000,-1690000,-1660000,..,770000,690000,2400000,2670000,1850000,1080000,2260000,3350000,1180000,2080000,1890000,1510000,2730000,3810000,2050000,7080000,5800000,4440000,3570000,4040000,3940000,2890000,3460000,4000000,4120000,2740000,2850000,3110000,3720000,3410000,3450000,3240000,3990000,6040000,8130000,9120000,8640000,7110000,9240000,11430000,10820000,7110000,4140000,2540000,2230000,1300000,920000,850000,..
"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",DC.DAC.CZEL.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,120000,130000,10000,160000,150000,20000,10000,10000,0,10000,10000,..
"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,Brazil,BRA,..,..,..,..,..,..,10000,370000,..,2300000,-170000,-230000,-230000,-200000,-260000,-260000,-220000,-270000,-280000,-260000,-250000,-100000,20000,..,..,..,..,..,390000,..,..,830000,-1530000,..,..,90000,5590000,-2390000,200000,..,20000,1550000,420000,-30000,-30000,-30000,..,300000,-10000,10000,..,0,..,-80000,830000,290000,450000,..
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,80000,..,..,330000,10000,10000,200000,170000,..,..,..,670000,390000,880000,1390000,2100000,4650000,2540000,4800000,7280000,14710000,16550000,24300000,27630000,30450000,16950000,17730000,30180000,17020000,69660000,15400000,21450000,7270000,17070000,8640000,25670000,48550000,18760000,21300000,154360000,188800000,90270000,-27820000,285280000,55650000,..
"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,30000,60000,40000,20000,..,10000,10000,..,..,10000,10000,20000,30000,230000,300000,360000,230000,240000,300000,150000,80000,40000,260000,250000,360000,450000,330000,220000,320000,1370000,1460000,1670000,240000,270000,590000,-20000,1370000,1380000,1510000,1410000,1370000,1060000,530000,470000,..
"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,Brazil,BRA,..,..,3600000,17300000,6400000,15800000,-2000000,-6400000,-8800000,-10000000,-2600000,-4900000,5760000,..,18610000,12790000,-1500000,-900000,17750000,5100000,9150000,111900000,74270000,18660000,30230000,21050000,16830000,20870000,11920000,11600000,18860000,20450000,-54000000,37850000,19960000,8160000,12840000,18440000,4270000,21050000,23720000,14640000,20510000,30950000,31090000,28470000,30910000,112910000,41030000,47120000,46580000,59180000,860710000,121160000,222900000,180580000,124580000,..
"Net bilateral aid flows from DAC donors, Germany (current US$)",DC.DAC.DEUL.CD,Brazil,BRA,1260000,15270000,4190000,18700000,11660000,47350000,7530000,12590000,17460000,19300000,27340000,26240000,33920000,14630000,19730000,24170000,18550000,26660000,36250000,39580000,47760000,80090000,43890000,41320000,35070000,35680000,51980000,146380000,54640000,33200000,31470000,53960000,35270000,42820000,34670000,31200000,39260000,51710000,57710000,47570000,49460000,47040000,31860000,49200000,51940000,76980000,65620000,76800000,126650000,196100000,247450000,215710000,117710000,217910000,468040000,269440000,247680000,..
"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10000,20000,10000,..,..,10000,70000,90000,990000,670000,1230000,490000,510000,450000,450000,260000,60000,70000,30000,10000,..
"Net bilateral aid flows from DAC donors, Iceland (current US$)",DC.DAC.ISLL.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10000,..,..,..,..,..,..,..,..,10000,10000,10000,20000,30000,20000,10000,20000,20000,70000,30000,140000,470000,760000,900000,840000,1240000,900000,1480000,1650000,1040000,1150000,1340000,1560000,1440000,2020000,1260000,820000,850000,980000,530000,550000,280000,400000,..
"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,Brazil,BRA,2320000,8330000,4380000,8030000,1670000,550000,10450000,-6550000,-6320000,-7500000,-5280000,-3010000,-890000,-100000,310000,170000,630000,1260000,1380000,1740000,1170000,1240000,2370000,2560000,3790000,3780000,7350000,8790000,30500000,18480000,14780000,13340000,14130000,7410000,16780000,16690000,20800000,9200000,4030000,3430000,1720000,5490000,3250000,5410000,12590000,1540000,8120000,6630000,17400000,12420000,9200000,7860000,5260000,4820000,4630000,7610000,6650000,..
"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,Brazil,BRA,-2150000,-2360000,-2140000,15200000,-2280000,28360000,13010000,-6100000,-7060000,-9080000,-11860000,-12000000,-10720000,-5660000,1920000,23060000,18550000,28280000,34530000,25470000,20500000,31360000,50470000,27130000,35600000,40610000,32290000,82100000,66360000,124180000,64660000,39360000,63350000,79370000,89370000,100500000,65480000,61840000,104550000,149360000,169610000,106110000,117600000,92210000,41710000,30750000,-13060000,-9910000,93280000,-93210000,-62650000,157200000,-253640000,-14350000,15380000,3670000,-14150000,..
"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10000,10000,..,10000,20000,..,10000,10000,..,10000,..,40000,40000,50000,190000,190000,220000,160000,520000,360000,370000,800000,520000,690000,120000,0,20000,..
"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,270000,220000,280000,570000,730000,830000,490000,1020000,850000,640000,1070000,1000000,520000,1220000,1140000,1210000,1830000,1540000,2170000,1870000,2090000,2850000,2600000,1430000,1860000,1700000,960000,..
"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,Brazil,BRA,..,..,..,..,..,1130000,..,510000,480000,10000,700000,240000,850000,1410000,1860000,1960000,3660000,2220000,3240000,2780000,6970000,8260000,4510000,3910000,6620000,5690000,4290000,6210000,10350000,9870000,10960000,14770000,16270000,18140000,16420000,19930000,21340000,18000000,18900000,200000,2000000,15150000,14720000,13530000,16300000,15440000,1950000,220000,480000,640000,410000,240000,240000,290000,120000,150000,160000,..
"Net bilateral aid flows from DAC donors, New Zealand (current US$)",DC.DAC.NZLL.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30000,20000,50000,80000,80000,200000,190000,220000,60000,170000,210000,240000,180000,200000,240000,290000,240000,150000,340000,280000,200000,270000,100000,130000,30000,220000,220000,..
"Net bilateral aid flows from DAC donors, Norway (current US$)",DC.DAC.NORL.CD,Brazil,BRA,..,..,..,..,..,..,..,20000,..,140000,10000,20000,30000,60000,140000,120000,..,20000,..,..,60000,..,..,..,290000,340000,340000,100000,570000,500000,580000,640000,1610000,1300000,1770000,2040000,2090000,1890000,2110000,1950000,2310000,2380000,2850000,3880000,3060000,2820000,2800000,9440000,5940000,29470000,37420000,72550000,214640000,678600000,140050000,157200000,111540000,..
"Net bilateral aid flows from DAC donors, Poland (current US$)",DC.DAC.POLL.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,140000,50000,200000,150000,110000,70000,80000,80000,70000,120000,90000,80000,..
"Net bilateral aid flows from DAC donors, Portugal (current US$)",DC.DAC.PRTL.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,140000,250000,470000,70000,830000,340000,930000,860000,620000,860000,1270000,370000,880000,1140000,1200000,3800000,1810000,1420000,8100000,8250000,6470000,4730000,3690000,3070000,2300000,..
"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",DC.DAC.SVKL.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10000,..,..,30000,20000,10000,10000,..,..
"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30000,10000,..,10000,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,520000,400000,560000,1070000,1440000,1640000,3670000,6040000,6720000,6130000,5390000,5580000,6520000,6240000,7080000,9850000,10160000,17220000,32800000,36840000,64880000,26390000,21100000,10530000,7440000,5300000,4360000,4740000,..
"Net bilateral aid flows from DAC donors, Sweden (current US$)",DC.DAC.SWEL.CD,Brazil,BRA,..,..,..,10000,..,..,..,..,..,..,1500000,990000,990000,210000,70000,..,..,..,..,420000,..,230000,510000,410000,120000,50000,..,..,230000,420000,290000,1940000,350000,3660000,1280000,2560000,2610000,2610000,2020000,1630000,1580000,2050000,1990000,2080000,2470000,2360000,3190000,4020000,3150000,1920000,2020000,2050000,870000,1640000,1550000,1760000,1600000,..
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,Brazil,BRA,..,..,..,70000,660000,920000,490000,-150000,-210000,110000,730000,160000,400000,320000,580000,210000,250000,450000,670000,700000,610000,320000,380000,610000,680000,420000,1070000,1380000,1600000,1410000,2070000,1610000,2210000,1880000,2620000,2350000,2290000,1830000,2720000,1520000,1810000,1910000,2790000,4160000,3320000,4490000,3980000,3620000,2130000,4020000,4520000,4020000,3470000,4280000,3660000,3210000,3720000,..
"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,Brazil,BRA,40300000,290920000,178580000,198360000,236720000,232310000,318140000,177890000,216700000,133340000,130900000,113510000,87420000,56390000,118040000,116050000,78150000,57770000,75890000,53940000,58250000,206710000,162100000,94190000,140340000,65100000,133950000,258400000,196850000,196340000,146880000,173070000,-263980000,165120000,226460000,231720000,221290000,209900000,236630000,128560000,239510000,226480000,213040000,205750000,154630000,191730000,83760000,296020000,427690000,328290000,420850000,799060000,1268090000,1161270000,881980000,971650000,643260000,..
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,Brazil,BRA,..,1680000,5320000,..,2350000,1960000,860000,-2530000,-2770000,-1150000,-1110000,-760000,210000,1230000,4330000,7440000,4090000,2120000,470000,1160000,1220000,310000,16600000,8100000,8160000,5200000,1290000,1260000,2570000,2290000,2530000,6480000,6750000,7960000,8610000,7340000,6270000,9040000,11610000,11580000,9780000,12110000,16620000,13500000,11050000,6540000,1580000,3050000,13500000,13070000,40730000,49370000,74230000,8510000,16740000,31910000,72430000,..
"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,Brazil,BRA,39000000,268000000,159000000,138000000,212000000,135290000,289380000,187230000,223510000,138000000,120000000,104000000,54000000,42000000,69000000,43000000,30000000,-5000000,-22000000,-27000000,-33000000,-31000000,-36000000,-13000000,11000000,-56000000,11000000,-17000000,6000000,-15000000,-12000000,3000000,-376000000,-68000000,-2000000,-5000000,-7000000,..,-8810000,-157770000,-57850000,-70750000,-37140000,-56080000,-57460000,-25930000,-67860000,3850000,12330000,8140000,20710000,29790000,22540000,22580000,16970000,14630000,19030000,..
"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39000000,86000000,54000000,..,402000,2332000,19257000,791000,-361966000,51690000,64966000,12229000,-13412000,55554000,242053490.08,255794750.68,207914300.89,322253737.98,231478557.4,461157856.17,273770323.24,379369783.13
Net change in interest arrears (current US$),DT.IXA.DPPG.CD.CG,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3018199556.8,5602449256.2,1726819094.9,-6225856542,3628500626,-5795180784.6,-587809495.3,385014918.9,-572605010.6,311513774,-1395883425.6,-88321262.5,-176334427.9,0,236000,-220275.8,-23724.2,12406.9,84073.2,3.7,-2265.8,39997,99117.6,-26784.1,26875777.6,-9896435,-17185891.1,0,4275000
Net domestic credit (current LCU),FM.AST.DOMS.CN,Brazil,BRA,0.000317090909090909,0.000448727272727273,0.000724,0.00116218181818182,0.00205381818181818,0.003068,0.00389745454545454,0.00614472727272727,0.00945745454545455,0.0182465454545455,0.0260036363636364,0.0363636363636363,0.0589090909090909,0.0850909090909091,0.129090909090909,0.206909090909091,0.342545454545455,0.534545454545454,0.600363636363636,1.09381818181818,1.93818181818182,4.09636363636364,8.90363636363636,24.4,71.2821818181818,255.959636363636,..,..,52108.3636363628,906172,10119888.3636364,53015374.5454545,831661090.909091,25381001818.1818,301746965700.875,396019356218.363,482171807170.435,558260154930.186,654012761190.603,754910953799.158,847533204866.906,958727175941.715,1119295077310.02,1275787496000.15,1427372425868.59,1654749257974.49,1997677103717.31,2375206601646.73,2671593851551.93,3015565742436.76,3628942111904.89,4164365848153.48,4865991414655.67,5334068274223.52,5977780008572.64,6419279566351.13,6968217875199.1,7298637926370.06
"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-479000000,404000000,-681000000,275000000,1273000000,-317000000,-402000000,-364000000,-578000000,412000000,-522000000,63000000,-804000000,-830000000,-752000000,-292000000,918000000,-1332000000,-743000000,-273000000,1796000000,-1607000000,-2799000000,-2593000000,541000000,2909174991.35,-569274850.62,347992430.28,-295182604.06,-1436035299.9,409926988.13,1769605258.13,-2408504195.4,2877973835.99,726343500,-381964537.939989,-2262702987.17,-76294899.7800231,713476848.070021,3351313715.36999,3827943022.49002,6857232178.03998,3251266773.91999
"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-7447000000,-6116000000,-5730000000,-6721000000,-9243000000,-13148000000,-12166000000,-16681000000,-7412000000,445000000,-802000000,-5248000000,-2256000000,3326000000,250000000,-4115000000,-532000000,4757000000,-723000000,-1426000000,-16340000000,-24816000000,-33204000000,-36368000000,-24859000000,-21314952669.7523,-23781471850.928,-7269379920.68312,3882896888.36796,9939595728.93106,14446272466.3301,15456047507.9961,-845490103.684329,-25327461837.4499,-23523714800,-75899570498,-78977306646.52,-73926999990.67,-73803212680.16,-100598529768.205,-55145176031.14,-16414843403.29,-6130950069.88
"Net financial flows, bilateral (NFL, current US$)",DT.NFL.BLAT.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,107781398.4,85778046.3,114091927.6,158763802.5,402662402.1,741157851.1,179409002.2,168444234.8,354765017.7,38563017.8,455151690,829105104.7,260526920.3,491667594.4,311493571.7,349764445.9,43514280.5,-77780077.5,-41309820.8,258184664.5,-117297883.8,-605826161.7,-251784375.4,-246038486.4,-1569085674.9,-1287890875.3,-1497452408.7,-2569035517.5,-872796056.1,-1645960571.4,-1970076070,1204021729.1,-274368255.1,-1005724673.2,-1172765478.5,-525096178.2,-2637911572.2,-506103471.5,748860388.2,2993589053.1,3603630459.5,-257149057.8,-47237157.2,25632856,642015157.8,-742684156.9,-1439129930.8,6506445183.6
"Net financial flows, IBRD (NFL, current US$)",DT.NFL.MIBR.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,46914000,86780000,138199000,164893000,225445000,223463000,127662000,198258000,191031000,227735000,245178000,251184000,408406000,933944000,968457000,359208000,1011134000,47705000,24239000,-52140000,-468527000,-408371000,-684727000,-807706000,-705640000,-539395000,278215000,367541000,245522000,580355000,805410000,810245000,337644000,-342026000,-116344000,-255394000,1460146000,-198596000,914230000,-597850000,3511731000,-4553080000,2408971000,2259021000,1597142000,474158000,515644000,159453000
"Net financial flows, IDA (NFL, current US$)",DT.NFL.MIDA.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Net financial flows, IMF concessional (NFL, current US$)",DT.NFL.IMFC.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Net financial flows, IMF nonconcessional (NFL, current US$)",DT.NFL.IMFN.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,-75160000,0,0,0,0,0,0,0,0,0,0,0,550600000,2166830000,1787770000,-65460000,-616230000,-1148683779.4,-438309858.5,-812050095.9,-765275924.4,-567313574.7,-399685350.8,-503229134.4,-133927920.5,-48965805.3,-69992008,-32622966.1,4617752837.9,4107941089.9,-6692954526.2,6718342098.4,11246839708.8,5227090393.2,-4356811455.4,-23809823417.9,0,0,0,0,0,0,0,0,0,0,0,0
"Net financial flows, multilateral (NFL, current US$)",DT.NFL.MLAT.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,125574000,150079000,248296000,246603000,369080000,343202000,217197000,248089000,305778000,397052000,365666000,403262000,742648000,1089605000,1229252000,647842000,1170693000,131960000,93081000,-53449000,-538696000,-498801000,-705358000,-351647000,-735512000,-415621000,752530000,1401908000,5725052000,1986479000,149195000,1517528000,906868000,-1285350000,-1512197000,517857000,2384261000,276336000,1202352000,405013000,5048773000,-4847299000,2711660000,697814000,2607293000,506999000,427160000,633411000
"Net financial flows, others (NFL, current US$)",DT.NFL.MOTH.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,20000000,20000000,0,20000000,102804175.4,20000000,55450193.8,-1208244,-1329745.5,-806852.2,-11173081.9,-17119824.8,-29528215.1,-38565551.5,-40999791.4,-37941001.2,-30122145.5,-373000,0,0,4150000000,-1271613000,-3124089000,1828000,7356000,238000,-10090000,72789000,137906000,-41571000,612726831.1,6516412.8,598131142.1,74550870.8,160738185.3,137639553.6,144400579.1,-58517161.9,-124429913.8,-195849947.6
"Net financial flows, RDB concessional (NFL, current US$)",DT.NFL.RDBC.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,49708000,35594000,50176000,45909000,34450000,32866000,15993000,7851000,20809000,15971000,-688000,4744000,26793000,-5875000,1411000,34727000,28092000,-7265000,-12596000,-33406000,-25508000,-38300000,-18313000,415018000,-7899000,14635000,10630000,20437000,15831000,-33957000,-22183000,-23560000,-28060000,-30228000,-25329000,-32532000,-28089000,-29439000,-27734000,-29335000,-28384000,-27655000,-25225000,-46540000,-17366000,-14942000,-14398000,-10555000
"Net financial flows, RDB nonconcessional (NFL, current US$)",DT.NFL.RDBN.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,28952000,27705000,55021000,35801000,109185000,87363000,74032000,42470000,74428000,133836000,121666000,127824000,205135000,142026000,204424000,255115000,132797000,92327000,92611000,49217000,-15133000,-13564000,38682000,78982000,8149000,109512000,463685000,1013930000,1313699000,2711694000,2490057000,729015166,589927720.7,-913334000,-1366607000,721305000,793232000,535290000,-309700000,1018162000,950502000,-350280000,175238000,-1643088000,886727000,113904000,63813000,686057000
"Net flows on external debt, long-term (NFL, current US$)",DT.NFL.DLXF.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,1376842000,1469049000,3633023000,2716890000,6306282000,5297507000,5611947000,6124252000,9598341000,5672115000,4565311000,8744017000,8583008000,4240143000,6090018000,1147023000,755070000,-650927000,3288329000,-3505416000,-1066128000,614014000,4932199000,9477415000,2368895000,9215316000,15006122000,17940901000,26124554000,-7818928000,9332993000,5482860000,-7706888000,-1802967000,-7578179000,1626622000,5207106000,19448847000,29205502000,27201554000,53352794000,69680669000,49048275000,44152288000,70432011000,22443823000,11537845000,21143666000
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,700000000,720800000,1811700000,911200000,3032000000,1878000000,1801500000,1872500000,2485100000,-331900000,221700000,2589800000,1518200000,-1320300000,-2078300000,-756900000,-722000000,-739900000,-486665000,-907498000,-133012000,274665000,5618799000,7822131000,3845253000,7616014000,12236162000,15032264000,18667012000,-7167934000,601687000,-1657018000,-6937217000,-330837000,-7103095000,-2099306000,18586460000,27287844000,28860760000,21257297000,43023900000,71877700000,27750369000,22040810000,37482347000,25321631000,10792165000,13944233000
"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,676841769.9,748249331,1821323492.8,1805689940.4,3274282487.4,3419507176.5,3810446550.9,4251752498,7113240994.8,6004015344.5,4343611090,6154216891.1,7064807898.9,5560443482.7,8168317879.9,1903923159.2,1477070259.8,88973181.5,3774994476.4,-2597917733.1,-933115593.7,339349184,-686600474.3,1655283896.3,-1476358178,1599302123.1,2769959822,2908637271.3,7457541589.1,-650993642.3,8731306369.9,7139877743.8,-769671125.6,-1472129960.6,-475084325.3,3725927675.7,-13379353853.2,-7838997398.2,344742180.3,5944256939.1,10328893399.2,-2197031093.1,21297906096,22111477616.5,32949663980.7,-2877808045.2,745679834.5,7199432831.9
"Net flows on external debt, short-term (NFL, current US$)",DT.NFL.DSTC.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,714000000,209000000,492000000,386000000,901000000,603000000,737000000,1949000000,1077000000,1566000000,4892000000,1795000000,2130000000,-3247000000,-914000000,-1679000000,17000000,944064000,92610000,4503330000,99000000,869996000,4003000000,3605000000,6648000000,-359000000,4308000000,-500000000,-5280000000,745770000,1831060000,-2523570000,-4878260000,1199000000,673000000,-1274000000,-3670000000,18923000000,-2602000000,3141986000,25706216000,-23352103000,-9557274000,896604000,24680323000,-5818312000,4860311000,-4797634000
"Net flows on external debt, total (NFL, current US$)",DT.NFL.DECT.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,2015681769.9,1678049331,4125023492.8,3102889940.4,7207282487.4,5900507176.5,6348946550.9,8073252498,10675340994.8,7238115344.5,9457311090,10539016891.1,11263607898.9,3159973482.7,6963787879.9,-597436840.8,155840259.8,-855546597.9,2942629617.9,185864171,-1732403518.1,916696609.3,8535513174.9,12579185761.9,8882966901.5,8807350317.8,19244129814,17408278305.2,25462306427,-2965216552.4,4471098843.7,9677631842.2,-1338308416.8,4623123432.6,-11261990780.7,-23457201742.2,1537106146.8,38371846601.8,26603502180.3,30343539939.1,79059009599.2,46328565706.9,39491001096,45048891616.5,95112333980.7,16625510954.8,16398155834.5,16346031831.9
Net foreign assets (current LCU),FM.AST.NFRG.CN,Brazil,BRA,-2.90909088181818E-05,-1.9636364E-05,-0.000155636363545455,-0.000243272726363636,-0.000649454545454545,-0.000641454544454546,-0.000554181818454545,-0.000876727273454545,-0.00211709090918182,-0.00217163636445454,-0.00199818181745455,0.001090909091,0.00363636363563638,0.00763636363681814,0.00399999999945454,-0.000727272726999999,-0.000363636364090911,-0.00581818181863629,-0.00293546765694509,-0.0750970424762175,-0.258654636530097,-0.782271429888032,-2.29217479040514,-10.9986376730095,-32.0716059887085,-98.9405755870818,-231.497670109126,-1463.45712456508,-13919.0129475689,-193006.840758395,-1755646.72663111,-22082650.2306258,-157917722.136427,-3904066674.66238,15314955968.4857,24677215110.6684,30956241252.4613,14397994539.8776,-12606404527.3869,-12735805496.6729,3713963772.33929,-11271105720.8064,-55125814181.1743,-11465762721.0426,7414065802.53073,78694469445.8833,132220695272.926,235267911606.935,343073617964.589,349590928939.666,374743007138.375,486299970617.54,551275377529.829,667191933346.019,730653199697.739,1089322641958.17,968152318851.225,971238677177.697
"Net incurrence of liabilities, total (% of GDP)",GC.LBL.TOTL.GD.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.14563914948986,4.60143020071961,4.01247268677557,7.68904813560032,6.5291528080813,4.55705263703728,5.66235926159321,2.89291026985263,5.42730821792563,9.06294601269525,8.52823639209263,..
"Net incurrence of liabilities, total (current LCU)",GC.LBL.TOTL.CN,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99887100000,125171000000,124780000000,256279000000,253712888518.243,199434031337.825,272629008783.485,154238953600.414,313641591079.06,543394938846.2,533801742242.227,..
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
